"CBSA_FIPS","CBSA_NAME","CBSA_POP","CBSA_RANK","CENTER_TYPE","BG_TOTAL","POP_TOTAL","POP_WHITE","POP_BLACK","POP_LATIN","POP_ASIAN","HOUSING_OCCUPIED","HOUSING_OWNED","HOUSING_RENTED","HOUSING_UNITS","HOUSING_DET_SFH","HOUSING_MISS_MID","HOUSING_LARGE","HOUSING_MOBILE","HOUSEHOLDS_TOTAL","HOUSEHOLDS_0_CAR","HOUSEHOLDS_1_CAR","HOUSEHOLDS_2_CAR","PER_CAPITA_INCOME_CBSA","PER_CAPITA_INCOME_INSIDE","PER_CAPITA_INCOME_OUTSIDE","COMMUTERS_TOTAL","COMMUTERS_DRIVERS"
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"primary-1mi",0.149392626269802,0.152066036716872,0.143644203996327,0.103020858354564,0.163507398672865,0.226778857024288,0.175254655530276,0.0933893589423866,0.261459682421572,0.180119270589156,0.0218792992953315,0.121542138316595,0.405425145483164,0.063001458789205,0.175254655530276,0.377336048879837,0.146157580958905,0.0333625514541116,43408.8139742874,1.36726506298288,0.934129299354808,0.156672248785291,0.0436169296689953
"31080","Los Angeles-Long Beach-Anaheim, CA",13200998,2,"primary-1mi",0.167336010709505,0.166122424396665,0.209589510200185,0.16748126309385,0.135445169896567,0.165334980838693,0.198765033173055,0.111348749851049,0.281313365176765,0.205669564565674,0.0949182947882264,0.235207119336871,0.40342641688899,0.0791985154420536,0.198765033173055,0.336447077203489,0.267886218621805,0.144443340047306,35915.5960543454,1.12278921105956,0.975533091552351,0.176159231764422,0.16273660582798
"16980","Chicago-Naperville-Elgin, IL-IN-WI",9618502,3,"primary-1mi",0.107865510421421,0.106286884353699,0.121273934991063,0.0849959146524352,0.0649038370098179,0.162519782310574,0.134911559454063,0.0879957793715904,0.220156132279627,0.137692323301382,0.0363248976747718,0.14624892968886,0.431871686836906,0.0239005235602094,0.134911559454063,0.329657144735545,0.180652515177867,0.059391820746712,38157.493375737,1.60014327623668,0.928617483720227,0.125055509078165,0.071617464498558
"19100","Dallas-Fort Worth-Arlington, TX",7637387,4,"primary-1mi",0.0802813485326219,0.0598619278062656,0.0624874805141157,0.0511466743061823,0.0578524458685731,0.0691927578113774,0.0759448906781752,0.0398551106150428,0.128981997473805,0.0803221580786538,0.0326852383441444,0.127088795888835,0.21313667298407,0.00910094057064789,0.0759448906781752,0.137953259450229,0.113986504045215,0.0523354633474204,35277.8341387932,1.36856496129879,0.976528458122685,0.0680246045509301,0.0640434240858757
"26420","Houston-The Woodlands-Sugar Land, TX",7122240,5,"primary-1mi",0.115716180371353,0.0827933722421021,0.0932493755003231,0.0781187981564408,0.0695959579037918,0.10389073632403,0.102906335356198,0.0637468217321428,0.162739787858271,0.107496570692262,0.0545215086936962,0.192842916035283,0.239228687790327,0.0207835320091806,0.102906335356198,0.159606393208874,0.147952702297324,0.0746609562647746,34399.7396042903,1.43559286288619,0.960664089111665,0.0934921776043271,0.0904465838725056
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",6385162,6,"primary-1mi",0.126227208976157,0.110730829965215,0.135018505304759,0.09357238605025,0.0844382828930259,0.0861473943839305,0.136060626153306,0.0855196636687776,0.224250685922008,0.140283585041421,0.0442842675661966,0.144929640315916,0.313436276794619,0.0265918065153011,0.136060626153306,0.385232114305783,0.194482405426945,0.0600277254503418,49880.5762044739,1.3596936710169,0.95518792254465,0.124386214698708,0.0700760074678843
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6245051,7,"primary-1mi",0.0969245107176142,0.0808994050135464,0.0604258770759537,0.136419398695817,0.0669435070725438,0.120120170287646,0.089391661462244,0.0584385107889189,0.153040461745916,0.0943315316314625,0.0202978913594064,0.137166880433234,0.217905887593361,0.0151525220974281,0.089391661462244,0.231085506657424,0.111136820543944,0.0403354756095624,39091.3343356697,1.06305334364123,0.994443313248329,0.0812344857735461,0.0482400354656576
"33100","Miami-Fort Lauderdale-Pompano Beach, FL",6138333,8,"primary-1mi",0.13502358490566,0.10573501065566,0.112435034485585,0.0648601881369475,0.120846379373892,0.0945265529362268,0.12933762691438,0.0886125690744519,0.188744377620503,0.145642462046728,0.061704193976862,0.126319094350455,0.268108987563145,0.0410042137318084,0.12933762691438,0.228735678484494,0.162421364872901,0.0884887936940328,32522.2732840119,1.27444057437719,0.967534653772805,0.111521839610055,0.100600855035779
"12060","Atlanta-Sandy Springs-Alpharetta, GA",6089815,9,"primary-1mi",0.0786733513305052,0.0574977176676406,0.0647792808938432,0.0479364370888471,0.035724089063657,0.0890569085232576,0.0714488015358589,0.0446805298174424,0.117542287051373,0.0763648727498502,0.0292211508942091,0.0993451307004915,0.26635051874012,0.011426060206548,0.0714488015358589,0.162763302056989,0.107038403917126,0.0441663574054084,35295.9874277261,1.51802297706852,0.96839783023167,0.0649077258796719,0.0571114111041367
"14460","Boston-Cambridge-Newton, MA-NH",4941632,10,"primary-1mi",0.125477519835439,0.11534583823261,0.102643913192738,0.113096899543004,0.130907267984292,0.20116544011733,0.125513797654784,0.0689260667750858,0.21674238804054,0.129173696013594,0.026707922807589,0.191406047932633,0.290667026170405,0.0127009578463226,0.125513797654784,0.331436353090509,0.159241697219724,0.0519209855804639,47604.4694233401,1.14105604392777,0.981607153389994,0.123713438057094,0.0652239321312623
