"CBSA_FIPS","CBSA_NAME","CBSA_POP","CBSA_RANK","CENTER_TYPE","BG_TOTAL","POP_TOTAL","POP_WHITE","POP_BLACK","POP_LATIN","POP_ASIAN","HOUSING_OCCUPIED","HOUSING_OWNED","HOUSING_RENTED","HOUSING_UNITS","HOUSING_DET_SFH","HOUSING_MISS_MID","HOUSING_LARGE","HOUSING_MOBILE","HOUSEHOLDS_TOTAL","HOUSEHOLDS_0_CAR","HOUSEHOLDS_1_CAR","HOUSEHOLDS_2_CAR","PER_CAPITA_INCOME_CBSA","PER_CAPITA_INCOME_INSIDE","PER_CAPITA_INCOME_OUTSIDE","COMMUTERS_TOTAL","COMMUTERS_DRIVERS"
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"total",14077,19294236,8847924,3047412,4752947,2149442,6997001,3588835,3408166,7717242,2764988,2349465,2569885,32904,6997001,2148125,2251173,2597703,43408.8139742874,1,1,8905221,4587095
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"all-1mi",0.553100802727854,0.54568037832646,0.408910496970815,0.693036583172869,0.673219373159431,0.60556367652628,0.562511281619082,0.37813635901344,0.756660033578177,0.562681460552876,0.232002091871646,0.641826543489688,0.85013337172675,0.24835886214442,0.562511281619082,0.871109455920861,0.578933738100093,0.293089702710433,43408.8139742874,0.936566780263609,1.07617721089571,0.540643853757251,0.338549125317875
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"all-3mi",0.882787525751225,0.87315009518905,0.794958455791438,0.961372469492146,0.939362462909854,0.91522125277165,0.873069333561622,0.799165188703298,0.950891183117254,0.866246516566411,0.716960073606106,0.933628294100997,0.968770197888232,0.592420374422563,0.873069333561622,0.980444806517312,0.89110832441576,0.768644452425855,43408.8139742874,0.972878617148402,1.18664244442187,0.871183881904784,0.794162972425904
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"primary-1mi",0.149392626269802,0.152066036716872,0.143644203996327,0.103020858354564,0.163507398672865,0.226778857024288,0.175254655530276,0.0933893589423866,0.261459682421572,0.180119270589156,0.0218792992953315,0.121542138316595,0.405425145483164,0.063001458789205,0.175254655530276,0.377336048879837,0.146157580958905,0.0333625514541116,43408.8139742874,1.36726506298288,0.934129299354808,0.156672248785291,0.0436169296689953
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"primary-3mi",0.452582226326632,0.446587675199992,0.323741817854674,0.513386440691314,0.563197106973842,0.583502136833653,0.466144709712061,0.296225934042663,0.645070985392143,0.467267321667508,0.15256992073745,0.520226094025661,0.760834045103186,0.202163870654024,0.466144709712061,0.780346115798662,0.467816556079875,0.204872535466911,43408.8139742874,0.975686979101426,1.0196100326717,0.446978575826473,0.233037467067937
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"secondary-1mi",0.358457057611707,0.357479871190546,0.2647084219982,0.410883398765904,0.468675750013623,0.412651748686403,0.382324227193908,0.212546968584513,0.561101483906594,0.385212359545029,0.0925349404771377,0.382886742300907,0.705155289049899,0.157184536834427,0.382324227193908,0.698901600232761,0.367375141759429,0.133491011097112,43408.8139742874,1.01426445295596,0.992055164832435,0.357187542004853,0.165608080931396
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"secondary-3mi",0.698089081480429,0.682419350525204,0.541816588840501,0.843069135384385,0.798521632999484,0.762558840852649,0.694420938342013,0.537768663089833,0.859377448164203,0.69126016781643,0.402499034353856,0.796420887308387,0.909637590787136,0.391745684415269,0.694420938342013,0.935743031713704,0.722206600736594,0.470784766387843,43408.8139742874,0.952871576983393,1.10125266186562,0.67688685098326,0.510198284535201
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"mono-1mi",0.498117496625701,0.493568493720093,0.35977298177516,0.634777968978267,0.616150569320466,0.559194898024697,0.511316491165286,0.32844530328087,0.703881794490057,0.511637965998734,0.18545216109437,0.571013826552002,0.81199314366207,0.223529054218332,0.511316491165286,0.829535990689555,0.517876680290675,0.242485380353335,43408.8139742874,0.940582629562955,1.05789742532583,0.489980203747891,0.285180926054507
"35620","New York-Newark-Jersey City, NY-NJ-PA",20140470,1,"mono-3mi",0.858563614406479,0.849131367523441,0.756808489765509,0.955750321912495,0.925238594076475,0.89973816460272,0.849129791463514,0.763740879700516,0.939045222562516,0.841352389882292,0.668130205266714,0.917722119716616,0.96165703912821,0.548383175297836,0.849129791463514,0.975469304626127,0.868257126395883,0.728079768934324,43408.8139742874,0.963854886976521,1.20339872534967,0.847909333187801,0.759705216482327
"31080","Los Angeles-Long Beach-Anaheim, CA",13200998,2,"total",8217,13249614,3927625,841521,5967160,2097717,4354287,2114788,2239499,4643249,2278802,1104822,1169093,90532,4354287,337964,1390456,2625867,35915.5960543454,1,1,6005033,4783853
"31080","Los Angeles-Long Beach-Anaheim, CA",13200998,2,"all-1mi",0.61141535840331,0.603251536233433,0.575579389580217,0.63079828073215,0.635682971463812,0.553317249180895,0.620703228794978,0.506901400991494,0.728167773238568,0.624568486419746,0.509617334020244,0.694226762320084,0.79822734376136,0.42538549905006,0.620703228794978,0.764572558023932,0.693107153336747,0.563846912276974,35915.5960543454,0.955845736331826,1.06712505517573,0.614668395660773,0.597711091875106
