"CBSA_FIPS","CBSA_NAME","CBSA_POP","CBSA_RANK","CENTER_TYPE","BG_TOTAL","POP_TOTAL","POP_WHITE","POP_BLACK","POP_LATIN","POP_ASIAN","HOUSING_OCCUPIED","HOUSING_OWNED","HOUSING_RENTED","HOUSING_UNITS","HOUSING_DET_SFH","HOUSING_MISS_MID","HOUSING_LARGE","HOUSING_MOBILE","HOUSEHOLDS_TOTAL","HOUSEHOLDS_0_CAR","HOUSEHOLDS_1_CAR","HOUSEHOLDS_2_CAR","PER_CAPITA_INCOME_CBSA","PER_CAPITA_INCOME_INSIDE","PER_CAPITA_INCOME_OUTSIDE","COMMUTERS_TOTAL","COMMUTERS_DRIVERS"
"41700","San Antonio-New Braunfels, TX",2558143,24,"secondary-3mi",0.612321562734786,0.531770813708652,0.471065314581186,0.584629689002886,0.560745359607555,0.601877040261153,0.559718242156446,0.477643253380402,0.696904541608084,0.559542771374486,0.50611306257955,0.793275162661885,0.777439461811921,0.152321641522649,0.559718242156446,0.736834924965894,0.643877328807756,0.495907325896773,29070.8590454636,0.963972923615781,1.04091626216819,0.542031125178226,0.53562522737044
"38900","Portland-Vancouver-Hillsboro, OR-WA",2512859,25,"secondary-3mi",0.607746478873239,0.564393659069713,0.565054623592572,0.641433726100822,0.571393919516786,0.491872830799254,0.590855338434298,0.546495256526436,0.664557123535866,0.590048741392729,0.546397237806386,0.661817116060961,0.72289013987794,0.389008289837274,0.590855338434298,0.726352169118636,0.663275360558266,0.535326039109903,38543.5003256655,1.0363711668465,0.952875711302914,0.581614230869197,0.552149516335771
"40900","Sacramento-Roseville-Folsom, CA",2397382,26,"secondary-3mi",0.626734842951059,0.593308664150813,0.594742065541556,0.621890074226203,0.617013534856754,0.527888742404568,0.61246947001143,0.573137021269801,0.672167846572819,0.610406462298828,0.574147605918217,0.691773700898248,0.728212004862143,0.520304473358581,0.61246947001143,0.6894565390116,0.66059700563389,0.581454399663987,35562.5569737217,1.00228941782907,0.996660109024158,0.61096168647029,0.611648757120663
"38300","Pittsburgh, PA",2370930,27,"secondary-3mi",0.53455497382199,0.486288558135784,0.44673408155792,0.775083222102504,0.593134510042605,0.728848603444775,0.501492448596464,0.445794456406576,0.628810640659638,0.50506818405833,0.448841972918397,0.659490793362128,0.712940683218491,0.143646268200794,0.501492448596464,0.678016020410077,0.561969345048057,0.42704956593968,36208.2653390791,1.02433567501099,0.976870848804962,0.494601699725093,0.455475881024295
"12420","Austin-Round Rock-Georgetown, TX",2283371,28,"secondary-3mi",0.613471502590674,0.527107164494067,0.500658631154752,0.629430880987492,0.53236542184088,0.602205217221231,0.565280023634327,0.444182907299806,0.733895633572889,0.568707956418558,0.456368637623206,0.802755042712107,0.804296095868069,0.197974671068841,0.565280023634327,0.792687612685839,0.66555391273545,0.493719243169863,39826.9193607199,1.00156114667146,0.998259907353706,0.563170295662709,0.544697146109861
"29820","Las Vegas-Henderson-Paradise, NV",2265461,29,"secondary-3mi",0.72960372960373,0.650896606972306,0.604969871772894,0.648674014437104,0.724319638023436,0.639598097970817,0.670667395000025,0.589765745919307,0.764740305626711,0.678848055830287,0.585902527857658,0.82525433871933,0.835167373111618,0.591569767441861,0.670667395000025,0.851232088065037,0.717269169405315,0.611912892361453,30704.0985717716,0.964665681116116,1.06584877556599,0.658126593899304,0.644890443611122
"17140","Cincinnati, OH-KY-IN",2256884,30,"secondary-3mi",0.566581306017926,0.513395081437826,0.458779984836305,0.776548823981202,0.653182049398067,0.715604248498406,0.538711535201488,0.460924103139601,0.692605900478277,0.545286145425633,0.468040207480911,0.736502380443224,0.746663873833774,0.231114486949316,0.538711535201488,0.758145768821925,0.626018206189515,0.466390357772379,34574.6290776254,1.00114611298813,0.998790798255683,0.512891815597771,0.49736352409887
"28140","Kansas City, MO-KS",2192035,31,"secondary-3mi",0.524687294272548,0.480570651790194,0.446500009086165,0.563491048841056,0.612632697496588,0.615336370238331,0.503747140276942,0.450679061096078,0.602745775928399,0.510040010593302,0.459866357776622,0.60623094691113,0.723360987454472,0.236795357650403,0.503747140276942,0.635512880371897,0.575442385661779,0.454625586425659,35760.6350711079,1.0526125655911,0.951323414573734,0.494690930878137,0.488272788054379
"18140","Columbus, OH",2138926,32,"secondary-3mi",0.634001484780995,0.567979666573778,0.529748827639736,0.663618900544266,0.705854655703064,0.708846788416681,0.586831879705305,0.510599846088352,0.708608925085906,0.592193468534567,0.51824496943442,0.717907225078677,0.80877924360472,0.243176648976497,0.586831879705305,0.733206326526562,0.6655305286812,0.527836485447923,34441.082395906,0.995447505534463,1.0058952784128,0.575313104783671,0.560770918420593
"26900","Indianapolis-Carmel-Anderson, IN",2111040,33,"secondary-3mi",0.521222410865874,0.445174902634774,0.40012137536012,0.598946181875377,0.501839162833554,0.576392719249862,0.46478205836414,0.404409455041141,0.577789528958443,0.47447754965879,0.424182795481914,0.60452009928098,0.642863598364175,0.219376765114164,0.46478205836414,0.637767045574372,0.53717101328487,0.407416232822649,33698.8000327179,1.0212576502548,0.982943550845081,0.445232994671762,0.436349182295538
"17460","Cleveland-Elyria, OH",2088251,34,"secondary-3mi",0.735781990521327,0.690696378721745,0.645476937870389,0.798675183933187,0.807613726389526,0.780389205461778,0.706561690752652,0.661486845376164,0.789810242605407,0.714815018827058,0.66486237843415,0.800148018349922,0.832136305912234,0.616999149097098,0.706561690752652,0.800713117732558,0.754734268076153,0.655090679296607,33785.1854588803,0.978079538984817,1.04894547646123,0.683500739169112,0.674008417614172
"41940","San Jose-Sunnyvale-Santa Clara, CA",2000468,35,"secondary-3mi",0.79443447037702,0.783496810115069,0.77898556488484,0.812197843064336,0.764773962687289,0.797579039261444,0.797998025366446,0.743000974080862,0.86973688355601,0.799733898317341,0.734017671874785,0.834512295503653,0.922617204230224,0.792537240057028,0.797998025366446,0.868193989883963,0.859260426456271,0.768369038325172,55547.283240251,1.02603260276654,0.905762960938186,0.793159712455402,0.784322487061094
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN",1989519,36,"secondary-3mi",0.453639082751745,0.375354919565811,0.326943165364687,0.491290267959192,0.542769320843091,0.529477799713545,0.395432766920433,0.313232953323295,0.55212228563931,0.403025296958079,0.320335741817885,0.580426139429103,0.66086622736869,0.189156081063088,0.395432766920433,0.583689492512743,0.491907427724796,0.338261636190801,35478.8316488621,1.0348827345637,0.979038637364731,0.38802169944906,0.37528758843788
"47260","Virginia Beach-Norfolk-Newport News, VA-NC",1799674,37,"secondary-3mi",0.660393498716852,0.625075139252405,0.557260737927849,0.714539296266656,0.72118549180606,0.693616891251872,0.63489555166227,0.555767807370892,0.762196703529911,0.629840913945506,0.54933448101175,0.780280980483595,0.79255567860219,0.37465577817871,0.63489555166227,0.78709883880406,0.717854895697207,0.577335819650126,33906.8579787243,0.946237754450226,1.08962769267598,0.639879068449147,0.62079179561697
"39300","Providence-Warwick, RI-MA",1676579,38,"secondary-3mi",0.680033416875522,0.623570385127803,0.546801574139558,0.892699597653788,0.906070975431581,0.702049308228441,0.632931838109742,0.533329015544041,0.791539638862876,0.631605576953142,0.488349950175559,0.836165646405668,0.744555032163298,0.408147676639083,0.632931838109742,0.842329683108828,0.717736849031005,0.541473083235097,35991.2495952463,0.869734961224982,1.21576718547317,0.607059647666243,0.586347670549856
"27260","Jacksonville, FL",1605848,39,"secondary-3mi",0.562054208273894,0.441702902550855,0.396849100512996,0.562530048837268,0.457918436767141,0.496282561021271,0.47324211892628,0.401153742514147,0.604159592529711,0.484274232939524,0.437199341665079,0.643263298403456,0.714693751516355,0.146434480810364,0.47324211892628,0.680977777777778,0.553740764007299,0.40298887816954,33303.5279939664,1.02439296621891,0.98070125020922,0.448780132395187,0.438831969514017
"33340","Milwaukee-Waukesha, WI",1574731,40,"secondary-3mi",0.722863741339492,0.682773804089961,0.626588231254102,0.743526582455813,0.884753246136682,0.770488435397442,0.694364688508173,0.626092983297581,0.797322216305151,0.700167375853086,0.614863596630003,0.785351734118985,0.841835130486249,0.703357314148681,0.694364688508173,0.826801138349393,0.764283101192972,0.626240057199035,35491.2407957476,0.937725068854409,1.13403581580037,0.675976620203402,0.656932583314709
"36420","Oklahoma City, OK",1425695,41,"secondary-3mi",0.431353456669912,0.340073081431632,0.296366254542182,0.405872627947096,0.493015023265158,0.376348796458545,0.351514339839443,0.296014233793093,0.449405352630986,0.361087174191388,0.337189659214218,0.51510314671245,0.451375079728361,0.158503810035729,0.351514339839443,0.491325898389095,0.413750921944989,0.308151771295375,31300.8558467676,0.902330009602337,1.05031565627059,0.342138852383068,0.330325615037501
"39580","Raleigh-Cary, NC",1413982,42,"secondary-3mi",0.477954144620811,0.411224556428642,0.388010341102211,0.480904987848629,0.39696760854583,0.456705294731696,0.4346327051834,0.356735319746407,0.583671088908264,0.441238699749952,0.343935783570414,0.661210435991571,0.724314302154594,0.135342465753425,0.4346327051834,0.588764383699312,0.529656757144909,0.382981574131311,38370.4600502435,1.02583091424433,0.981958632628504,0.426701211711545,0.415973009595974
"32820","Memphis, TN-MS-AR",1337779,43,"secondary-3mi",0.57919621749409,0.500737894168733,0.417003359185127,0.574800816802429,0.56131626566584,0.488020131849436,0.526096470058242,0.446602790091177,0.644554509988532,0.536491774427631,0.472682702308207,0.740552252343041,0.773552643806338,0.155947857039781,0.526096470058242,0.675290907218618,0.619823165641663,0.447098915657956,29453.0255900354,0.982797346508761,1.01724714271198,0.503527439482024,0.495056034183551
"40060","Richmond, VA",1314434,44,"secondary-3mi",0.528846153846154,0.49905240522083,0.44445529157311,0.565253485935359,0.548530944993657,0.699135899450118,0.51613305431853,0.439403682948386,0.662444275307165,0.515899785495835,0.440763632958183,0.717423032281049,0.754563113299173,0.120739507579076,0.51613305431853,0.710619038940526,0.612188960027686,0.449381212560068,36412.7040715855,0.999880925355204,1.00011867166169,0.508089573734639,0.492437207110914
"31140","Louisville-Jefferson County, KY-IN",1285439,45,"secondary-3mi",0.594350282485876,0.558014236075756,0.512324393291763,0.726194491898891,0.631682652379944,0.752717082591737,0.579007127988393,0.512324386966032,0.714848095320495,0.583562435363785,0.527231511543534,0.745303689550255,0.819825945063911,0.225006930967563,0.579007127988393,0.739940184883089,0.662756777582759,0.511640208005605,32629.5544146472,1.01528337520975,0.980704511577833,0.55764718805298,0.544335398417435
"35380","New Orleans-Metairie, LA",1271845,46,"secondary-3mi",0.757299270072993,0.674889984595083,0.635965302150225,0.709256717226559,0.772349552201303,0.691487021557413,0.695174538413378,0.617487229287501,0.823757362250234,0.701941761496045,0.624229078729109,0.891149478923627,0.903719157346551,0.211352316511606,0.695174538413378,0.836831288534596,0.748374935680007,0.625606708980729,31071.7238126264,1.03720879665584,0.922745636176195,0.686535420775953,0.664866181757525
"41620","Salt Lake City, UT",1257936,47,"secondary-3mi",0.769470404984424,0.681230397246393,0.669615382383155,0.800086813928813,0.692319067622335,0.760898711184154,0.72455463979074,0.65932697077175,0.862086862157635,0.726168685969564,0.646909007584267,0.831036324786325,0.915291449176323,0.752316581271122,0.72455463979074,0.873349875930521,0.827886873298469,0.672204846808495,32828.7647486393,1.01487208627036,0.96821752539865,0.699250406066239,0.689332863208945
"25540","Hartford-East Hartford-Middletown, CT",1213531,48,"secondary-3mi",0.467650397275823,0.43213210154702,0.339295984281705,0.656961768424997,0.690227624703353,0.417496158728038,0.435608863108853,0.361814329185719,0.581057232755751,0.441108191189162,0.345173540233877,0.567927371896082,0.622962995974271,0.272436750998668,0.435608863108853,0.688186324502526,0.496437933299743,0.361963167802472,41384.3208076332,0.868684591626263,1.09992748585369,0.41563388742851,0.396306647830638
"15380","Buffalo-Cheektowaga, NY",1166902,49,"secondary-3mi",0.769716088328076,0.720563629526401,0.670074423861393,0.943028351668008,0.866035847831048,0.897081545064378,0.735277261850978,0.67689716865207,0.847113637195233,0.741607799748456,0.669895348329874,0.875915946557827,0.849296381390006,0.46667385677308,0.735277261850978,0.890982077420215,0.776907894736842,0.663390871904544,33108.1062667286,0.954141099479096,1.11822959658123,0.713339959973061,0.695781302885014
"13820","Birmingham-Hoover, AL",1115289,50,"secondary-3mi",0.405080213903743,0.353689661209033,0.320536669440152,0.410002788425888,0.376085721243607,0.566882994140256,0.376765606065686,0.318359415735649,0.506128545471344,0.382778711600136,0.323015174515792,0.606394572171834,0.79190578072824,0.0539016460069092,0.376765606065686,0.479572669640761,0.436012735585701,0.336375478868137,31978.1356822349,1.19943701168367,0.890859183779009,0.373662170417769,0.369391541859999
"40380","Rochester, NY",1090135,51,"secondary-3mi",0.514792899408284,0.433880118597006,0.35307464097118,0.792636489940138,0.671835375162442,0.562618375145373,0.443470872497478,0.358032337871922,0.617724255056353,0.446029060074555,0.369970462645898,0.616053315218888,0.678804651275702,0.181007212450968,0.443470872497478,0.661349443388542,0.507596758012567,0.361984793917567,33187.7216120767,0.94479741787398,1.04229942967129,0.42124591311283,0.397778694857264
"24340","Grand Rapids-Kentwood, MI",1087592,52,"secondary-3mi",0.432389937106918,0.389355341531186,0.341455540099545,0.729130275229358,0.505985086342229,0.448925221707237,0.407751902319078,0.354964714643511,0.548782776808003,0.407746696388594,0.362958182666307,0.567954412886436,0.630350751610594,0.10169634213074,0.407751902319078,0.58384525983729,0.487534177732728,0.353259389765356,31387.6460854374,1.01191296816999,0.992404124518229,0.391974713340445,0.380398407108589
"46060","Tucson, AZ",1043433,53,"secondary-3mi",0.685805422647528,0.598660250562934,0.55483733778942,0.718390632934078,0.64659618124077,0.68348959604057,0.616750547883945,0.521400047716455,0.780299472702634,0.617844283254188,0.542805619172993,0.791519581377964,0.859399249870667,0.48022819953042,0.616750547883945,0.836786623046165,0.677444742353302,0.542970247032143,29707.2582254599,0.910357232969609,1.13371601396516,0.6228865116835,0.604642406450303
"46520","Urban Honolulu, HI",1016508,54,"secondary-3mi",0.564766839378238,0.535913633035851,0.480675994670765,0.636835454463399,0.494468216734547,0.603943507059184,0.58629134097412,0.506984313033781,0.687998015235983,0.599085491954554,0.435408590083656,0.557220033499257,0.869293724251326,0.551920341394026,0.58629134097412,0.819553849208976,0.687893400775713,0.485425843930832,36815.8495807868,1.00185366711646,0.99775897710867,0.552013517201723,0.522902026013857
"46140","Tulsa, OK",1015331,55,"secondary-3mi",0.492307692307692,0.437999725403415,0.397123469240296,0.599372936021485,0.661456533669384,0.6576727124516,0.462255734307998,0.375298360682221,0.622201256927214,0.464336105747809,0.404599422538021,0.730999363462763,0.824882316273671,0.112125453273109,0.462255734307998,0.630097804022882,0.551414405135452,0.399334449667225,30633.001461823,1.02651765743918,0.9793332777004,0.454639603731033,0.444823445010025
"23420","Fresno, CA",1008654,56,"secondary-3mi",0.67572156196944,0.659470950848179,0.71753840842396,0.822841502861408,0.608987219639945,0.666716928025734,0.686673855007697,0.656162413784699,0.721501996077395,0.67682444389416,0.653724317341214,0.752113883632923,0.819911198012139,0.414802198652938,0.686673855007697,0.7422046380445,0.73055168941929,0.654295828708076,24422.2934807891,1.03165509638513,0.93868342507429,0.674924805659698,0.675212767327179
"49340","Worcester, MA-CT",978529,57,"secondary-3mi",0.442901234567901,0.403788012382375,0.33735641361689,0.733637708514003,0.663490951977297,0.543627205232877,0.414421928183396,0.322344401013702,0.589996232411093,0.415581749484177,0.298580776293972,0.559217709004943,0.667064053845963,0.265054040144107,0.414421928183396,0.662860708157854,0.499145388132608,0.329020386142048,36974.3968691373,0.848520653694753,1.10259027669896,0.389317352670774,0.367020150706968
"36540","Omaha-Council Bluffs, NE-IA",967604,58,"secondary-3mi",0.777503090234858,0.729567848170006,0.692560988164087,0.900753104591509,0.835059613285835,0.832136077716157,0.73895704155581,0.676964824888844,0.856829100892244,0.737941872446628,0.685491939562179,0.847591203762552,0.91169343672113,0.613561964146532,0.73895704155581,0.87068035823135,0.823653022518632,0.684363507465993,34825.2592084604,0.950847977764301,1.1326016877312,0.726344794121725,0.71990344742217
"14860","Bridgeport-Stamford-Norwalk, CT",957419,59,"secondary-3mi",0.548238897396631,0.540679036280386,0.525869952764066,0.460174343220762,0.592948235445924,0.678790675279862,0.550402864290145,0.504679739249751,0.6434625885544,0.5465381879672,0.470962512474758,0.631247998602661,0.683844138714346,0.48326639892905,0.550402864290145,0.536153262518968,0.607497286028571,0.523858337544937,57263.1549507059,1.00704983455827,0.991701418275044,0.563293139633504,0.546073792636123
"24860","Greenville-Anderson, SC",928195,60,"secondary-3mi",0.458823529411765,0.4422540744825,0.391111308985564,0.604582753824757,0.533892394283953,0.616525547445255,0.45347102863635,0.382244698482852,0.608716191181919,0.447936963197356,0.416510267917857,0.715430908288217,0.771253534401508,0.18766130256566,0.45347102863635,0.588040808615152,0.536490370661648,0.39904964954085,29907.3345149574,1.04915405339491,0.961024257217074,0.453179681148149,0.444697985797813
