"CBSAFIPS","CBSANAME","CBSAPOP","CBSARANK","PRIMARY_COUNT","COMM_TOUR","COMM_CONS","COMM_INST","COMM_ECON","TOUR_CONS","TOUR_INST","TOUR_ECON","CONS_INST","CONS_ECON","INST_ECON","COMM_TOUR_CONS","COMM_TOUR_INST","COMM_TOUR_ECON","COMM_CONS_INST","COMM_CONS_ECON","COMM_INST_ECON","TOUR_CONS_INST","TOUR_CONS_ECON","TOUR_INST_ECON","CONS_INST_ECON","COMM_TOUR_CONS_INST","COMM_TOUR_CONS_ECON","COMM_TOUR_INST_ECON","COMM_CONS_INST_ECON","TOUR_CONS_INST_ECON","COMM_TOUR_CONS_INST_ECON"
41860,"San Francisco-Oakland-Berkeley, CA",4749008,12,61,0.0491803278688525,0.147540983606557,0.0163934426229508,0.0655737704918033,0.0655737704918033,0.0491803278688525,0.0655737704918033,0.0163934426229508,0.0819672131147541,0.0983606557377049,0.0491803278688525,0.0327868852459016,0,0,0.0163934426229508,0,0,0.114754098360656,0.0163934426229508,0.0163934426229508,0,0.0327868852459016,0,0.0163934426229508,0.0163934426229508,0.0327868852459016
40140,"Riverside-San Bernardino-Ontario, CA",4599839,13,39,0.0256410256410256,0.102564102564103,0.102564102564103,0.0256410256410256,0.0769230769230769,0.0769230769230769,0.0512820512820513,0,0.102564102564103,0.153846153846154,0.0769230769230769,0.0256410256410256,0.0256410256410256,0.0256410256410256,0.0769230769230769,0,0,0,0.0256410256410256,0,0,0.0256410256410256,0,0,0,0
19820,"Detroit-Warren-Dearborn, MI",4392041,14,48,0.0416666666666667,0.166666666666667,0.0416666666666667,0,0.0833333333333333,0.104166666666667,0.0833333333333333,0,0.0625,0.125,0.0833333333333333,0.0208333333333333,0.0208333333333333,0,0,0,0,0,0.0208333333333333,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.0208333333333333,0,0,0.0208333333333333
42660,"Seattle-Tacoma-Bellevue, WA",4018762,15,61,0.0163934426229508,0.0819672131147541,0.0327868852459016,0.0819672131147541,0.0655737704918033,0.131147540983607,0.0983606557377049,0.0491803278688525,0.147540983606557,0,0.0327868852459016,0,0.0491803278688525,0,0.0163934426229508,0,0.0163934426229508,0.0327868852459016,0,0.0163934426229508,0,0.0819672131147541,0,0,0,0.0491803278688525
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3690261,16,38,0.105263157894737,0.131578947368421,0.0789473684210526,0,0,0.0789473684210526,0.105263157894737,0,0.0526315789473684,0.131578947368421,0,0.0263157894736842,0,0,0,0.0263157894736842,0,0,0,0.0263157894736842,0,0.0526315789473684,0,0.0789473684210526,0.0263157894736842,0.0789473684210526
41740,"San Diego-Chula Vista-Carlsbad, CA",3298634,17,35,0.0857142857142857,0.114285714285714,0,0,0.0285714285714286,0.142857142857143,0.0857142857142857,0.0285714285714286,0.114285714285714,0.0857142857142857,0,0,0.0285714285714286,0,0,0.0285714285714286,0,0.0285714285714286,0.0285714285714286,0.0285714285714286,0,0.0857142857142857,0.0285714285714286,0.0285714285714286,0,0.0285714285714286
45300,"Tampa-St. Petersburg-Clearwater, FL",3175275,18,23,0.0434782608695652,0,0.173913043478261,0.0434782608695652,0.0434782608695652,0.0434782608695652,0,0,0.0434782608695652,0.217391304347826,0,0.0869565217391304,0,0.0434782608695652,0,0,0,0.130434782608696,0,0.0434782608695652,0,0,0,0,0,0.0869565217391304
19740,"Denver-Aurora-Lakewood, CO",2963821,19,37,0.108108108108108,0.0810810810810811,0.0540540540540541,0.0540540540540541,0.027027027027027,0.0540540540540541,0,0.027027027027027,0.189189189189189,0.027027027027027,0,0,0.027027027027027,0,0.0540540540540541,0.027027027027027,0.027027027027027,0.0540540540540541,0.0540540540540541,0,0,0.0810810810810811,0,0,0,0.0540540540540541
12580,"Baltimore-Columbia-Towson, MD",2844510,20,35,0.0571428571428571,0,0,0.0571428571428571,0.0571428571428571,0.114285714285714,0.0285714285714286,0.0571428571428571,0.2,0.0285714285714286,0,0.0571428571428571,0.0285714285714286,0.0285714285714286,0.0285714285714286,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0285714285714286,0,0.0285714285714286,0,0.0285714285714286,0,0.0571428571428571
41180,"St. Louis, MO-IL",2820253,21,32,0.03125,0.0625,0.0625,0.03125,0.03125,0.0625,0.09375,0.09375,0.0625,0.09375,0,0.03125,0.09375,0.03125,0,0,0.03125,0.03125,0.03125,0.03125,0,0.03125,0,0.03125,0,0.03125
36740,"Orlando-Kissimmee-Sanford, FL",2673376,22,25,0.2,0.04,0.12,0,0,0.12,0.04,0.04,0.12,0.2,0,0,0.04,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0
16740,"Charlotte-Concord-Gastonia, NC-SC",2660329,23,27,0,0.037037037037037,0.148148148148148,0.111111111111111,0,0.111111111111111,0.037037037037037,0.0740740740740741,0.185185185185185,0.111111111111111,0,0.037037037037037,0,0,0,0,0,0.0740740740740741,0,0,0,0.037037037037037,0,0,0,0.037037037037037
41700,"San Antonio-New Braunfels, TX",2558143,24,24,0.0416666666666667,0.0833333333333333,0.125,0,0.0416666666666667,0.166666666666667,0,0.166666666666667,0.125,0.0416666666666667,0,0.0416666666666667,0,0.0416666666666667,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0.0833333333333333
38900,"Portland-Vancouver-Hillsboro, OR-WA",2512859,25,30,0.0666666666666667,0.166666666666667,0,0.0666666666666667,0,0,0,0.1,0.1,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,0.0333333333333333,0.1,0,0,0.0666666666666667,0.0333333333333333,0,0,0.0666666666666667,0,0,0.0333333333333333,0.0666666666666667
40900,"Sacramento-Roseville-Folsom, CA",2397382,26,26,0,0.153846153846154,0.115384615384615,0,0,0.115384615384615,0.0384615384615385,0.0384615384615385,0.230769230769231,0.0769230769230769,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0.0769230769230769,0,0.0769230769230769,0,0.0384615384615385
38300,"Pittsburgh, PA",2370930,27,30,0,0.133333333333333,0.0666666666666667,0.0333333333333333,0,0.0333333333333333,0.133333333333333,0,0.133333333333333,0.0666666666666667,0,0,0.0333333333333333,0.1,0,0,0,0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0666666666666667,0,0.0333333333333333,0,0.0666666666666667
12420,"Austin-Round Rock-Georgetown, TX",2283371,28,23,0.0869565217391304,0.130434782608696,0,0.0434782608695652,0,0.130434782608696,0.0434782608695652,0.0869565217391304,0,0.0869565217391304,0.0434782608695652,0,0,0,0,0,0.0434782608695652,0.0869565217391304,0,0.0434782608695652,0,0.0434782608695652,0,0.0434782608695652,0.0869565217391304,0
29820,"Las Vegas-Henderson-Paradise, NV",2265461,29,23,0.0434782608695652,0.0869565217391304,0.0869565217391304,0,0,0.0869565217391304,0.130434782608696,0.0869565217391304,0.0434782608695652,0.0869565217391304,0,0.0434782608695652,0.0434782608695652,0.0434782608695652,0,0.0434782608695652,0,0.0434782608695652,0,0.0869565217391304,0,0,0,0,0,0.0434782608695652
17140,"Cincinnati, OH-KY-IN",2256884,30,27,0,0.222222222222222,0,0,0.037037037037037,0.185185185185185,0.111111111111111,0.037037037037037,0.0740740740740741,0.0740740740740741,0.037037037037037,0,0,0,0.148148148148148,0,0,0.037037037037037,0,0,0,0,0,0,0,0.037037037037037
28140,"Kansas City, MO-KS",2192035,31,25,0.08,0.24,0,0.08,0.04,0.04,0.04,0,0.12,0.04,0,0.04,0.04,0,0.04,0,0.04,0,0,0.04,0,0.04,0,0.04,0.04,0
18140,"Columbus, OH",2138926,32,17,0.0588235294117647,0.235294117647059,0,0.0588235294117647,0,0.176470588235294,0.0588235294117647,0,0.117647058823529,0.0588235294117647,0,0,0,0.0588235294117647,0,0.0588235294117647,0,0,0,0,0,0,0,0.0588235294117647,0,0.0588235294117647
26900,"Indianapolis-Carmel-Anderson, IN",2111040,33,23,0,0.0869565217391304,0.217391304347826,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.173913043478261,0,0,0,0,0.0869565217391304,0.0434782608695652,0,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.0434782608695652
17460,"Cleveland-Elyria, OH",2088251,34,20,0.1,0.05,0.15,0.05,0,0.05,0.05,0,0.1,0.2,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.1
41940,"San Jose-Sunnyvale-Santa Clara, CA",2000468,35,21,0,0.0476190476190476,0.0952380952380952,0,0.0952380952380952,0.142857142857143,0.0476190476190476,0,0.0952380952380952,0.0952380952380952,0,0,0.0476190476190476,0,0,0,0.0476190476190476,0.0476190476190476,0,0,0,0.0952380952380952,0,0.0476190476190476,0.0476190476190476,0.0476190476190476
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",1989519,36,16,0,0,0.0625,0,0,0.25,0.0625,0,0.375,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.0625,0,0.0625,0.0625
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1799674,37,21,0.0952380952380952,0,0.0476190476190476,0.0476190476190476,0.19047619047619,0.285714285714286,0.0952380952380952,0,0.0476190476190476,0.0476190476190476,0,0,0.0476190476190476,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0.0476190476190476
39300,"Providence-Warwick, RI-MA",1676579,38,17,0.117647058823529,0.117647058823529,0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0,0.117647058823529,0.0588235294117647,0,0,0,0,0.0588235294117647,0,0,0,0.0588235294117647,0,0.0588235294117647,0.0588235294117647,0,0,0,0.176470588235294
27260,"Jacksonville, FL",1605848,39,14,0.142857142857143,0.214285714285714,0,0,0.0714285714285714,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0
33340,"Milwaukee-Waukesha, WI",1574731,40,17,0.117647058823529,0.235294117647059,0,0,0,0,0,0,0.117647058823529,0,0.0588235294117647,0,0.0588235294117647,0,0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0,0,0,0,0,0.176470588235294,0
36420,"Oklahoma City, OK",1425695,41,20,0,0.1,0.05,0.15,0.1,0.05,0,0,0.05,0.15,0.05,0,0,0.05,0.05,0,0,0.05,0,0.1,0,0,0,0,0,0.05
39580,"Raleigh-Cary, NC",1413982,42,10,0,0.1,0,0,0.1,0.2,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.1
32820,"Memphis, TN-MS-AR",1337779,43,15,0.133333333333333,0,0.133333333333333,0,0,0.0666666666666667,0.0666666666666667,0,0.2,0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0.133333333333333
40060,"Richmond, VA",1314434,44,10,0.1,0.2,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.1
31140,"Louisville-Jefferson County, KY-IN",1285439,45,12,0,0.0833333333333333,0,0.0833333333333333,0,0.0833333333333333,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0833333333333333
35380,"New Orleans-Metairie, LA",1271845,46,12,0,0.0833333333333333,0,0,0,0,0,0,0.166666666666667,0,0.0833333333333333,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0,0,0,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0.166666666666667
41620,"Salt Lake City, UT",1257936,47,8,0,0.125,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0,0.125,0,0.125,0,0.125,0,0
25540,"Hartford-East Hartford-Middletown, CT",1213531,48,18,0,0,0,0.0555555555555556,0.166666666666667,0.166666666666667,0.0555555555555556,0,0.0555555555555556,0.222222222222222,0,0.0555555555555556,0,0,0.0555555555555556,0,0,0,0,0.0555555555555556,0,0,0,0,0.0555555555555556,0.0555555555555556
15380,"Buffalo-Cheektowaga, NY",1166902,49,8,0,0.125,0,0.125,0,0.125,0.125,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0
13820,"Birmingham-Hoover, AL",1115289,50,15,0,0,0.0666666666666667,0.0666666666666667,0,0.133333333333333,0.133333333333333,0.2,0.0666666666666667,0,0,0,0,0,0.133333333333333,0,0,0,0.0666666666666667,0,0,0,0.0666666666666667,0.0666666666666667,0,0
40380,"Rochester, NY",1090135,51,9,0,0.111111111111111,0,0.111111111111111,0,0,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0.111111111111111,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0.111111111111111
24340,"Grand Rapids-Kentwood, MI",1087592,52,10,0.1,0.2,0.1,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1
46060,"Tucson, AZ",1043433,53,9,0,0,0.222222222222222,0,0,0,0,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0,0.111111111111111,0.111111111111111,0,0,0,0,0.111111111111111,0,0,0,0,0,0.111111111111111
46520,"Urban Honolulu, HI",1016508,54,14,0,0,0.0714285714285714,0,0.142857142857143,0.0714285714285714,0.0714285714285714,0,0.428571428571429,0.0714285714285714,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0.0714285714285714
46140,"Tulsa, OK",1015331,55,11,0,0,0.272727272727273,0.0909090909090909,0,0.181818181818182,0,0.0909090909090909,0,0.181818181818182,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.0909090909090909,0,0,0
23420,"Fresno, CA",1008654,56,5,0,0,0,0.2,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
49340,"Worcester, MA-CT",978529,57,9,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0,0.111111111111111,0.222222222222222,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.111111111111111,0
36540,"Omaha-Council Bluffs, NE-IA",967604,58,7,0,0.285714285714286,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0
14860,"Bridgeport-Stamford-Norwalk, CT",957419,59,9,0,0.111111111111111,0,0,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0,0.222222222222222,0,0,0.111111111111111,0,0,0,0,0,0,0,0
24860,"Greenville-Anderson, SC",928195,60,8,0.125,0.125,0.125,0,0,0.125,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125
10740,"Albuquerque, NM",916528,61,13,0.153846153846154,0.0769230769230769,0.0769230769230769,0,0,0,0.0769230769230769,0.0769230769230769,0.230769230769231,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769
12540,"Bakersfield, CA",909235,62,9,0,0.111111111111111,0.111111111111111,0,0,0,0,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0,0,0,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,0
10580,"Albany-Schenectady-Troy, NY",899262,63,13,0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,0.0769230769230769,0,0,0.230769230769231,0,0,0,0,0.0769230769230769,0,0,0
28940,"Knoxville, TN",879773,64,7,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.142857142857143
32580,"McAllen-Edinburg-Mission, TX",870781,65,7,0,0,0,0,0,0.285714285714286,0.142857142857143,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0
12940,"Baton Rouge, LA",870569,66,7,0,0,0,0,0,0.428571428571429,0,0,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143,0.142857142857143
21340,"El Paso, TX",868859,67,5,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2
35300,"New Haven-Milford, CT",864835,68,10,0.1,0.2,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0.1
10900,"Allentown-Bethlehem-Easton, PA-NJ",861889,69,7,0,0.142857142857143,0,0,0,0.142857142857143,0,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0.142857142857143,0
37100,"Oxnard-Thousand Oaks-Ventura, CA",843843,70,4,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
35840,"North Port-Sarasota-Bradenton, FL",833716,71,10,0,0.1,0,0.1,0,0,0,0,0,0.2,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0.3,0,0,0,0
17900,"Columbia, SC",829470,72,4,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0
19430,"Dayton-Kettering, OH",814049,73,12,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0.0833333333333333,0,0
16700,"Charleston-North Charleston, SC",799636,74,8,0,0,0,0,0.125,0.25,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0.125
44700,"Stockton, CA",779233,75,5,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2
24660,"Greensboro-High Point, NC",776566,76,6,0,0,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333
14260,"Boise City, ID",764718,77,8,0,0.125,0,0,0,0.25,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0.125,0,0.125
15980,"Cape Coral-Fort Myers, FL",760822,78,7,0.285714285714286,0,0.142857142857143,0,0,0.285714285714286,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0
17820,"Colorado Springs, CO",755105,79,5,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0
30780,"Little Rock-North Little Rock-Conway, AR",748031,80,9,0,0.111111111111111,0,0,0,0.333333333333333,0,0,0.111111111111111,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111
29460,"Lakeland-Winter Haven, FL",725046,81,3,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0
19780,"Des Moines-West Des Moines, IA",709466,82,4,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0
10420,"Akron, OH",702219,83,10,0,0.1,0,0,0.1,0.3,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
44140,"Springfield, MA",699162,84,8,0,0.25,0,0,0,0,0.125,0,0.125,0.125,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0.125
39100,"Poughkeepsie-Newburgh-Middletown, NY",697221,85,8,0,0.125,0.125,0.125,0,0.125,0,0,0.25,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0
36260,"Ogden-Clearfield, UT",694863,86,5,0,0.4,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
31540,"Madison, WI",680796,87,8,0.125,0,0,0.125,0.125,0,0,0,0.125,0.125,0,0.125,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0
49180,"Winston-Salem, NC",675966,88,7,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.142857142857143
39340,"Provo-Orem, UT",671185,89,5,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0
19660,"Deltona-Daytona Beach-Ormond Beach, FL",668921,90,9,0.111111111111111,0.111111111111111,0,0,0.111111111111111,0.111111111111111,0,0,0.222222222222222,0,0.111111111111111,0,0,0,0,0.111111111111111,0,0.111111111111111,0,0,0,0,0,0,0,0
45060,"Syracuse, NY",662057,91,6,0,0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667
20500,"Durham-Chapel Hill, NC",649903,92,12,0,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.25,0,0.0833333333333333,0.333333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48620,"Wichita, KS",647610,93,11,0,0,0.181818181818182,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0,0,0,0
45780,"Toledo, OH",646604,94,7,0,0,0.142857142857143,0,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0.142857142857143,0,0,0
12260,"Augusta-Richmond County, GA-SC",611000,95,7,0,0,0.142857142857143,0.285714285714286,0,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0
37340,"Palm Bay-Melbourne-Titusville, FL",606612,96,5,0.2,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27140,"Jackson, MS",591978,97,6,0,0,0.166666666666667,0,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0
